event_type_for_trackB,events,hourly_bars,pass_bars,pass_share,informative_bars,informative_share,pass_median_survival,pass_median_abs_change,pass_median_fresh_call_strikes,pass_median_parity_pairs
bucket_distribution,79,2226,1821,0.8180592991913747,1569,0.7048517520215634,0.48796602170835307,0.06701153746219551,11.0,6.0
