event_type_for_trackB,events,hourly_bars,pass_bars,pass_share,informative_bars,informative_share,pass_median_survival,pass_median_abs_change,pass_median_fresh_call_strikes,pass_median_parity_pairs
bucket_distribution,79,13119,4913,0.3744950072414056,4168,0.31770714231267627,0.4006207148265325,0.037317360944338324,6.0,2.0
