event_type_for_trackB,events,total_joined_hours,total_pm_informative_hours,total_deribit_informative_hours,total_joint_informative_hours,median_joined_hours,median_joint_informative_hours,events_ge_72_joint_informative_hours,events_ge_48_joint_informative_hours,events_zero_joint_informative_hours,median_abs_divergence
bucket_distribution,79,1869,1504,1349,1121,25.0,15.0,0,0,0,0.055076392311483535
