event_type_for_trackB,events,total_joined_hours,total_pm_informative_hours,total_deribit_informative_hours,total_joint_informative_hours,median_joined_hours,median_joint_informative_hours,events_ge_72_joint_informative_hours,events_ge_48_joint_informative_hours,events_zero_joint_informative_hours,median_abs_divergence
bucket_distribution,79,10739,8759,3461,2973,147.0,37.0,2,27,0,0.06418328713097526
