asset,event_days,events,l1_mean,l1_median,l2_mean,max_abs_mean,tail_mean,stale_mean,repricing_rmse_mean
BTC,173,36,0.29323248901410626,0.24372308788785646,0.12010601905316083,0.0788738237018815,0.006776223742869239,0.15034270553388518,0.005989502502025643
ETH,121,25,0.28163253298340535,0.23262784510607915,0.11458403366505997,0.07757870301528443,0.006244259424363658,0.1786178251071617,0.006977002632906485
