tail_multiplier,event_days,events,pm_spread_median,deribit_spread_median,spread_diff_pm_minus_deribit_median,pm_wider_share,spearman_gap_spread_diff,spearman_p_value
0.5,294,61,0.05151079424993729,0.04557030336934569,0.004022395905267009,0.7074829931972789,0.5652161421029639,3.231013402711541e-26
1.0,294,61,0.0535783848409553,0.04762633139599401,0.004735024943491418,0.717687074829932,0.5604039161426737,1.036740755969922e-25
