bar_hours,change_pair_rows,corr_pm_deribit_changes,pm_change_std,deribit_change_std,deribit_pm_std_ratio,deribit_change_lag1_autocorr,median_max_consecutive_joint_informative_hours,max_consecutive_joint_informative_hours,events_ge_24h_consecutive_joint_informative,events_ge_48h_consecutive_joint_informative
6,889,0.5348289671857737,0.09106988440846876,0.1449901616581033,1.5920758283582535,-0.24838708511684726,48.0,126,72,43
